RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,DiscountPct,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaystoComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
102,640,2010-01-22,2010-01-01,24,2640,0.01,110,2613.60,Tamara Turnell,Seagate Technology.,Technology,Electronic Components,Pasadena,77506,Texas,Central,2010-01-23,1,Development - Python,Development,Business Logic,Abigail Young,Josh Martinez,50,1,0.55
103,643,2011-03-24,2011-03-01,21,4200,0.07,200,3906.00,Monica Brumfield,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Gurnee,60031,Illinois,Central,2011-03-25,1,Development - Big Data,Development,Java,Jacob Manziel,Josh Martinez,57,1,0.72
104,644,2012-04-30,2012-04-01,5,625,0.01,125,618.75,Bill Rawles,"Staples, Inc.",Consumer Services,Other Specialty Stores,Auburn,13021,New York,East,2012-05-01,1,Training - Development,Training,SQL,Ava Wilson,Allen Young,67,1,0.46
105,645,2009-12-02,2009-12-01,42,6720,0.05,160,6384.00,Harold Rosenblatt,Apple Inc.,Technology,Computer Manufacturing,Lafayette,47905,Indiana,Central,2009-12-04,2,Development - Java,Development,Strategy,Ava Wilson,Josh Martinez,67,1,0.58
106,646,2009-11-21,2009-11-01,18,2520,0.01,140,2494.80,Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Lake Jackson,77566,Texas,Central,2009-11-22,1,Development - Front End Web,Development,.Net,Sophia Dixon,Josh Martinez,71,1,0.49
107,678,2010-02-26,2010-02-01,44,4840,0.07,110,4501.20,Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Rockford,61107,Illinois,Central,2010-02-26,0,Development - Python,Development,Python,Abigail Young,Josh Martinez,50,1,0.55
108,706,2011-09-08,2011-09-01,42,5040,0.05,120,4788.00,Sarah Cortes,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Maplewood,55119,Minnesota,Central,2011-09-10,2,Development - Business Logic,Development,Scala,Sophia Dixon,Josh Martinez,71,1,0.41
109,710,2010-01-01,2010-01-01,42,6720,0.01,160,6652.80,Susan Tillman,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Ocoee,34761,Florida,South,2010-01-05,4,Development - Java,Development,Strategy,Sophia Dixon,Frank Mitchell,71,1,0.56
110,710,2010-01-01,2010-01-01,11,1375,0.09,125,1251.25,Susan Tillman,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Ocoee,34761,Florida,South,2010-01-03,2,Training - SQL,Training,Python,Isabella Douglas,Frank Mitchell,75,1,0.40
111,710,2010-01-01,2010-01-01,29,4350,0.02,150,4263.00,Susan Tillman,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Ocoee,34761,Florida,South,2010-01-05,4,Consulting - Strategy,Consulting,.Net,Isabella Douglas,Frank Mitchell,75,1,0.50
112,738,2010-03-01,2010-03-01,7,1190,0.04,170,1142.40,Caroline Hernandez,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,White Plains,10605,New York,East,2010-03-03,2,Development - .Net,Development,PHP,Michael Alister,Allen Young,68,1,0.60
113,738,2010-03-01,2010-03-01,31,3410,0.08,110,3137.20,Caroline Hernandez,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,White Plains,10605,New York,East,2010-03-02,1,Development - Python,Development,Market Research,Liam Franklin,Allen Young,52,1,0.53
114,740,2011-07-15,2011-07-01,6,1200,0.09,200,1092.00,Thomas Weimer,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Sheboygan,53081,Wisconsin,Central,2011-07-15,0,Development - Scala,Development,.Net,Isabella Douglas,Josh Martinez,75,1,0.63
115,769,2010-06-01,2010-06-01,37,5550,0.02,150,5439.00,Roy Flanagan,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Munster,46321,Indiana,Central,2010-06-02,1,Consulting - Strategy,Consulting,Database,Mia Moore,Josh Martinez,51,1,0.66
116,771,2011-06-16,2011-06-01,18,1980,0.08,110,1821.60,Darrin Castell,Texas Instruments Incorporated,Technology,Semiconductors,Henderson,42420,Kentucky,South,2011-06-17,1,Development - Python,Development,Business Logic,Mason Gibson,Frank Mitchell,71,1,0.35
117,772,2010-04-16,2010-04-01,35,5950,0.08,170,5474.00,Pamela Boeckenhauer,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,Oceanside,11572,New York,East,2010-04-18,2,Development - .Net,Development,Business Logic,Daniel Tusk,Allen Young,45,1,0.74
118,772,2010-04-16,2010-04-01,25,2750,0.1,110,2475.00,Pamela Boeckenhauer,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,Oceanside,11572,New York,East,2010-04-18,2,Development - PHP,Development,Java,Madison Hill,Allen Young,58,1,0.47
119,773,2010-09-25,2010-09-01,38,5700,0.06,150,5358.00,Helen Zewe,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Merrillville,46410,Indiana,Central,2010-09-26,1,Consulting - Market Research,Consulting,Strategy,Ethan Bird,Josh Martinez,60,1,0.60
120,774,2011-12-03,2011-12-01,17,2890,0.03,170,2803.30,Sibella Zandusky,Liberty Media Corporation,Consumer Services,Broadcasting,Albany,97321,Oregon,West,2011-12-05,2,Development - .Net,Development,SQL,Alexander Edison,Bob Turner,70,1,0.59
121,775,2011-03-17,2011-03-01,35,4900,0.1,140,4410.00,Peter Burns,NXP Semiconductors N.V.,Technology,Semiconductors,Watertown,2471,MA,East,2011-03-18,1,Development - Database,Development,Python,Madison Hill,Allen Young,58,1,0.59
122,775,2011-03-17,2011-03-01,8,960,0.1,120,864.00,Peter Burns,NXP Semiconductors N.V.,Technology,Semiconductors,Wellesley,2457,MA,East,2011-03-19,2,Development - Business Logic,Development,Database,Liam Franklin,Allen Young,52,1,0.57
123,801,2012-02-17,2012-02-01,20,2400,0.03,120,2328.00,Thais Roper,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Poinciana,34759,Florida,South,2012-02-20,3,Development - Business Logic,Development,Java,Isabella Douglas,Frank Mitchell,75,1,0.38
124,802,2011-01-04,2011-01-01,33,5280,0.08,160,4857.60,Kean French,"Automatic Data Processing, Inc.",Technology,EDP Services,Lima,45801,Ohio,East,2011-01-06,2,Development - Java,Development,Python,Abigail Young,Allen Young,50,1,0.69
125,802,2011-01-04,2011-01-01,2,300,0.09,150,273.00,Kean French,"Automatic Data Processing, Inc.",Technology,EDP Services,Lima,45801,Ohio,East,2011-01-04,0,Consulting - Strategy,Consulting,.Net,Abigail Young,Allen Young,50,1,0.67
126,805,2011-07-04,2011-07-01,39,4875,0.02,125,4777.50,Toby Seio,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Gallatin,37066,Tennessee,South,2011-07-06,2,Training - SQL,Training,.Net,Elizabeth Carter,Frank Mitchell,52,1,0.58
127,807,2010-11-23,2010-11-01,45,4950,0.01,110,4900.50,Neola Wilson,DISH Network Corporation,Consumer Services,Television Services,Joliet,60432,Illinois,Central,2010-11-24,1,Development - Python,Development,Java,Elizabeth Carter,Josh Martinez,52,1,0.53
128,807,2010-11-23,2010-11-01,32,4480,0.04,140,4300.80,Neola Wilson,DISH Network Corporation,Consumer Services,Television Services,Joliet,60432,Illinois,Central,2010-11-24,1,Development - Database,Development,Javascript,Olivia Sullivan,Josh Martinez,53,1,0.62
129,832,2012-04-18,2012-04-01,7,770,0.02,110,754.60,Alice Page,"Charter Communications, Inc.",Consumer Services,Television Services,Kearns,84118,Utah,West,2012-04-22,4,Development - Python,Development,.Net,Ethan Bird,Bob Turner,60,1,0.45
130,833,2009-02-12,2009-02-01,1,160,0.03,160,155.20,Olvera Holt,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Kenosha,53142,Wisconsin,Central,2009-02-13,1,Development - Java,Development,SQL,Madison Hill,Josh Martinez,58,1,0.64
131,834,2009-05-22,2009-05-01,15,2250,0.01,150,2227.50,Eugene Liston,Liberty Media Corporation,Consumer Services,Broadcasting,Aurora,80013,Colorado,West,2009-05-23,1,Consulting - Strategy,Consulting,Front End Web,Isabella Douglas,Bob Turner,75,1,0.50
132,835,2011-10-07,2011-10-01,18,1980,0.02,110,1940.40,Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Lancaster,75146,Texas,Central,2011-10-08,1,Development - Python,Development,Python,Emma Watson,Josh Martinez,67,1,0.39
133,837,2009-06-14,2009-06-01,11,1320,0.01,120,1306.80,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,North Dakota,Central,2009-06-16,2,Development - Business Logic,Development,Java,Elizabeth Carter,Josh Martinez,52,1,0.57
134,868,2012-06-08,2012-06-01,32,5440,0,170,5440.00,Carlos Kampe,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Park Ridge,60068,Illinois,Central,2012-06-09,1,Development - .Net,Development,SQL,Daniel Tusk,Josh Martinez,45,1,0.74
135,868,2012-06-08,2012-06-01,31,4650,0.04,150,4464.00,Carlos Kampe,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Park Ridge,60068,Illinois,Central,2012-06-10,2,Consulting - Business Model,Consulting,Java,Noah Smith,Josh Martinez,59,1,0.61
136,870,2010-06-19,2010-06-01,23,3910,0.04,170,3753.60,Valerie Bell,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Orlando,32839,Florida,South,2010-06-19,0,Development - .Net,Development,.Net,Liam Franklin,Frank Mitchell,52,1,0.69
137,871,2011-11-14,2011-11-01,17,2125,0.06,125,1997.50,David Glassco,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Saratoga,95070,California,West,2011-11-14,0,Training - SQL,Training,Java,Sophia Dixon,Bob Turner,71,1,0.43
138,896,2010-03-08,2010-03-01,50,8000,0.01,160,7920.00,Edward Bzostek,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,The Colony,75056,Texas,Central,2010-03-08,0,Development - Java,Development,Business Logic,Jacob Manziel,Josh Martinez,57,1,0.64
139,898,2010-06-02,2010-06-01,40,6000,0.03,150,5820.00,Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Hagerstown,21740,Maryland,East,2010-06-04,2,Consulting - Business Model,Consulting,Javascript,Daniel Tusk,Allen Young,45,1,0.70
140,898,2010-06-02,2010-06-01,26,3250,0.04,125,3120.00,Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Hagerstown,21740,Maryland,East,2010-06-02,0,Training - Javascript,Training,Strategy,Liam Franklin,Allen Young,52,1,0.58
141,900,2009-09-30,2009-09-01,29,4640,0.07,160,4315.20,Karen Jacobs,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Townsend,1469,MA,East,2009-10-01,1,Development - Java,Development,Business Logic,Sophia Dixon,Allen Young,71,1,0.56
142,902,2009-07-26,2009-07-01,10,1700,0.09,170,1547.00,Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Joplin,64804,MO,Central,2009-07-29,3,Development - .Net,Development,Javascript,Ethan Bird,Josh Martinez,60,1,0.65
143,928,2011-03-01,2011-03-01,21,3570,0.06,170,3355.80,Anthony Hudgings,Intel Corporation,Technology,Semiconductors,Overland Park,66212,Kansas,Central,2011-03-06,5,Development - .Net,Development,Database,Emma Watson,Josh Martinez,67,1,0.61
144,928,2011-03-01,2011-03-01,26,3250,0.02,125,3185.00,Anthony Hudgings,Intel Corporation,Technology,Semiconductors,Overland Park,66212,Kansas,Central,2011-03-03,2,Training - SQL,Training,SQL,Alexander Edison,Josh Martinez,70,1,0.44
145,929,2012-10-01,2012-10-01,21,3150,0.04,150,3024.00,Luke Lonsdale,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chico,95928,California,West,2012-10-04,3,Consulting - Business Model,Consulting,PHP,Ethan Bird,Bob Turner,60,1,0.60
146,929,2012-10-01,2012-10-01,39,5460,0.04,140,5241.60,Luke Lonsdale,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chico,95928,California,West,2012-10-03,2,Development - Front End Web,Development,Big Data,Abigail Young,Bob Turner,50,1,0.64
147,930,2009-12-16,2009-12-01,22,2750,0.03,125,2667.50,Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Virginia,South,2009-12-17,1,Training - SQL,Training,Tableau,Noah Smith,Frank Mitchell,59,1,0.53
148,930,2009-12-16,2009-12-01,11,1210,0,110,1210.00,Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Virginia,South,2009-12-16,0,Development - Python,Development,Business Model,Liam Franklin,Frank Mitchell,52,1,0.53
149,933,2012-08-04,2012-08-01,15,2400,0.02,160,2352.00,Claudia Barton,Liberty Media Corporation,Consumer Services,Broadcasting,Quincy,62301,Illinois,Central,2012-08-04,0,Development - Java,Development,Market Research,Emma Watson,Josh Martinez,67,1,0.58
150,960,2009-09-20,2009-09-01,46,5750,0.07,125,5347.50,Jim Paige,"Kraft Foods Group, Inc.",Consumer Non-Durables,Packaged Foods,Fairborn,45324,Ohio,East,2009-09-21,1,Training - SQL,Training,Java,Elizabeth Carter,Allen Young,52,1,0.58
151,962,2009-05-05,2009-05-01,33,5280,0.06,160,4963.20,Mike Lanier,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Garden City,48135,Michigan,Central,2009-05-07,2,Development - Java,Development,Business Model,Ethan Bird,Josh Martinez,60,1,0.63
152,962,2009-05-05,2009-05-01,47,7990,0.08,170,7350.80,Mike Lanier,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Grand Rapids,49505,Michigan,Central,2009-05-07,2,Development - .Net,Development,Market Research,Mia Moore,Josh Martinez,51,1,0.70
153,964,2011-05-19,2011-05-01,50,8000,0.02,160,7840.00,Stefania Ober,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,Concord,3301,New Hampshire,East,2011-05-21,2,Development - Java,Development,Java,Noah Smith,Allen Young,59,1,0.63
154,964,2011-05-19,2011-05-01,4,480,0.02,120,470.40,Stefania Ober,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,New Bedford,2740,MA,East,2011-05-21,2,Development - Business Logic,Development,Java,Alexander Edison,Allen Young,70,1,0.42
155,965,2011-05-14,2011-05-01,42,5250,0.07,125,4882.50,Jas Jarboe,DISH Network Corporation,Consumer Services,Television Services,Xenia,45385,Ohio,East,2011-05-21,7,Training - Javascript,Training,Java,Daniel Tusk,Allen Young,45,1,0.64
156,967,2012-06-20,2012-06-01,6,900,0.03,150,873.00,Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,California,West,2012-06-22,2,Consulting - Strategy,Consulting,Business Model,Isabella Douglas,Bob Turner,75,1,0.50
157,967,2012-06-20,2012-06-01,42,5040,0.01,120,4989.60,Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,California,West,2012-06-21,1,Development - Business Logic,Development,Python,Isabella Douglas,Bob Turner,75,1,0.38
158,967,2012-06-20,2012-06-01,48,6000,0.01,125,5940.00,Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,California,West,2012-06-23,3,Training - Javascript,Training,SQL,Ava Wilson,Bob Turner,67,1,0.46
159,994,2009-04-19,2009-04-01,38,5320,0.06,140,5000.80,Kelly Thomas,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Garland,75043,Texas,Central,2009-04-23,4,Development - Database,Development,Tableau,Daniel Tusk,Josh Martinez,45,1,0.68
160,995,2011-05-30,2011-05-01,46,5750,0.03,125,5577.50,Neola Wilson,DISH Network Corporation,Consumer Services,Television Services,Joliet,60432,Illinois,Central,2011-05-31,1,Training - SQL,Training,Javascript,Madison Hill,Josh Martinez,58,1,0.54
161,998,2009-11-25,2009-11-01,16,1760,0.07,110,1636.80,Allen Creighton,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Alton,62002,Illinois,Central,2009-11-26,1,Development - PHP,Development,Scala,Ethan Bird,Josh Martinez,60,1,0.45
162,999,2010-09-04,2010-09-01,6,1200,0.08,200,1104.00,Max Waldorf,"Staples, Inc.",Consumer Services,Other Specialty Stores,Radnor,19087,Pennsylvania,East,2010-09-11,7,Development - Big Data,Development,.Net,Elizabeth Carter,Allen Young,52,1,0.74
163,1027,2012-06-02,2012-06-01,19,2375,0.04,125,2280.00,Hallie Fritzler,Yahoo! Inc.,Technology,EDP Services,Coos Bay,97420,Oregon,West,2012-06-04,2,Training - Tableau,Training,Python,Jayden Hamilton,Bob Turner,71,1,0.43
164,1028,2009-01-05,2009-01-01,6,900,0.03,150,873.00,Matt Miller,PACCAR Inc.,Capital Goods,Auto Manufacturing,Fort Dodge,50501,Iowa,Central,2009-01-06,1,Consulting - Business Model,Consulting,Business Model,Sophia Dixon,Josh Martinez,71,1,0.53
165,1028,2009-01-05,2009-01-01,11,1650,0.01,150,1633.50,Matt Miller,PACCAR Inc.,Capital Goods,Auto Manufacturing,Fort Dodge,50501,Iowa,Central,2009-01-07,2,Consulting - Market Research,Consulting,PHP,Daniel Tusk,Josh Martinez,45,1,0.70
166,1031,2009-08-31,2009-08-01,34,5440,0,160,5440.00,Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Hagerstown,21740,Maryland,East,2009-09-02,2,Development - Java,Development,Javascript,Elizabeth Carter,Allen Young,52,1,0.68
167,1057,2012-02-19,2012-02-01,41,6150,0.09,150,5596.50,Anthony Patel,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Deer Park,77536,Texas,Central,2012-02-21,2,Consulting - Business Model,Consulting,Business Model,Liam Franklin,Josh Martinez,52,1,0.65
168,1058,2010-04-25,2010-04-01,3,450,0.07,150,418.50,Jim Nazzal,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Blacksburg,24060,Virginia,South,2010-04-26,1,Consulting - Market Research,Consulting,.Net,Madison Hill,Frank Mitchell,58,1,0.61
169,1059,2009-02-26,2009-02-01,22,3520,0.02,160,3449.60,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,North Dakota,Central,2009-02-28,2,Development - Java,Development,Java,William Bufont,Josh Martinez,62,1,0.61
170,1059,2009-02-26,2009-02-01,24,3840,0.03,160,3724.80,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,North Dakota,Central,2009-02-27,1,Development - Java,Development,Java,Jacob Manziel,Josh Martinez,57,1,0.64
171,1060,2010-02-20,2010-02-01,30,4800,0,160,4800.00,Harold McCarthy,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Pendleton,97801,Oregon,West,2010-02-22,2,Development - Java,Development,Java,Alexander Edison,Bob Turner,70,1,0.56
172,1088,2012-05-20,2012-05-01,13,1950,0.1,150,1755.00,Muhammed Kamberova,Celgene Corporation,Health Care,Major Pharmaceuticals,Oakton,22124,Virginia,South,2012-05-27,7,Consulting - Business Model,Consulting,Python,Elizabeth Carter,Frank Mitchell,52,1,0.65
173,1095,2011-08-21,2011-08-01,28,3080,0.07,110,2864.40,Ed Yedwab,DISH Network Corporation,Consumer Services,Television Services,Surprise,85374,Arizona,West,2011-08-23,2,Development - Python,Development,Big Data,Mia Moore,Bob Turner,51,1,0.54
174,1127,2011-09-18,2011-09-01,48,6000,0.01,125,5940.00,Stuart Engle,The Priceline Group Inc.,Miscellaneous,Business Services,Grove City,43123,Ohio,East,2011-09-19,1,Training - SQL,Training,Business Model,Isabella Douglas,Allen Young,75,1,0.40
175,1154,2012-02-14,2012-02-01,44,5500,0.04,125,5280.00,Sylvia Gastineau,"Stericycle, Inc.",Basic Industries,Environmental Services,Mount Prospect,60056,Illinois,Central,2012-02-16,2,Training - Tableau,Training,Business Model,Jacob Manziel,Josh Martinez,57,1,0.54
176,1154,2012-02-14,2012-02-01,11,1375,0.25,125,1031.25,Sylvia Gastineau,"Stericycle, Inc.",Basic Industries,Environmental Services,Mount Prospect,60056,Illinois,Central,2012-02-16,2,Training - Javascript,Training,Business Logic,Elizabeth Carter,Josh Martinez,52,1,0.58
